Pokemon Id,Pokedex Number,Pokemon Name,Alternate Form Name,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Pre-Evolution Pokemon Id,Evolution Details
278,278,Wingull,NULL,9.5,Water,Flying,Keen Eye,Hydration,Rain Dish,NULL,40,30,30,55,30,85,270,NULL,NULL
279,279,Pelipper,NULL,28,Water,Flying,Keen Eye,Drizzle,Rain Dish,NULL,60,50,100,95,70,65,440,406,Level 25
280,280,Ralts,NULL,6.6,Psychic,Fairy,Synchronize,Trace,Telepathy,NULL,28,25,25,45,35,40,198,NULL,NULL
281,281,Kirlia,NULL,20.2,Psychic,Fairy,Synchronize,Trace,Telepathy,NULL,38,35,35,65,55,50,278,408,Level 20
282,282,Gardevoir,NULL,48.4,Psychic,Fairy,Synchronize,Trace,Telepathy,NULL,68,65,65,125,115,80,518,409,Level 30
2335,282,Gardevoir,Mega,48.4,Psychic,Fairy,Pixilate,NULL,NULL,NULL,68,85,65,165,135,100,618,NULL,NULL
283,283,Surskit,NULL,1.7,Bug,Water,Swift Swim,NULL,Rain Dish,NULL,40,30,32,50,52,65,269,NULL,NULL
284,284,Masquerain,NULL,3.6,Bug,Flying,Intimidate,NULL,Unnerve,NULL,70,60,62,100,82,80,454,411,Level 22
285,285,Shroomish,NULL,4.5,Grass,NULL,Effect Spore,Poison Heal,Quick Feet,NULL,60,40,60,40,60,35,295,NULL,NULL
286,286,Breloom,NULL,39.2,Grass,Fighting,Effect Spore,Poison Heal,Technician,NULL,60,130,80,60,60,70,460,413,Level 23
287,287,Slakoth,NULL,24,Normal,NULL,Truant,NULL,NULL,NULL,60,60,60,35,35,30,280,NULL,NULL
288,288,Vigoroth,NULL,46.5,Normal,NULL,Vital Spirit,NULL,NULL,NULL,80,80,80,55,55,90,440,415,Level 18
289,289,Slaking,NULL,130.5,Normal,NULL,Truant,NULL,NULL,NULL,150,160,100,95,65,100,670,416,Level 36
290,290,Nincada,NULL,5.5,Bug,Ground,Compound Eyes,NULL,Run Away,NULL,31,45,90,30,30,40,266,NULL,NULL
291,291,Ninjask,NULL,12,Bug,Flying,Speed Boost,NULL,Infiltrator,NULL,61,90,45,50,50,160,456,418,Level 20
292,292,Shedinja,NULL,1.2,Bug,Ghost,Wonder Guard,NULL,NULL,NULL,1,90,45,30,30,40,236,418,Have A Pokeball And Empty Space In Party
293,293,Whismur,NULL,16.3,Normal,NULL,Soundproof,NULL,Rattled,NULL,64,51,23,51,23,28,240,NULL,NULL
294,294,Loudred,NULL,40.5,Normal,NULL,Soundproof,NULL,Scrappy,NULL,84,71,43,71,43,48,360,421,Level 20
295,295,Exploud,NULL,84,Normal,NULL,Soundproof,NULL,Scrappy,NULL,104,91,63,91,73,68,490,422,Level 40
296,296,Makuhita,NULL,86.4,Fighting,NULL,Thick Fat,Guts,Sheer Force,NULL,72,60,30,20,30,25,237,NULL,NULL
297,297,Hariyama,NULL,253.8,Fighting,NULL,Thick Fat,Guts,Sheer Force,NULL,144,120,60,40,60,50,474,424,Level 24
298,298,Azurill,NULL,2,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,NULL,50,20,40,20,40,20,190,NULL,NULL
299,299,Nosepass,NULL,97,Rock,NULL,Sturdy,Magnet Pull,Sand Force,NULL,30,45,135,45,90,30,375,NULL,NULL
300,300,Skitty,NULL,11,Normal,NULL,Cute Charm,Normalize,Wonder Skin,NULL,50,45,45,35,35,50,260,NULL,NULL
301,301,Delcatty,NULL,32.6,Normal,NULL,Cute Charm,Normalize,Wonder Skin,NULL,70,65,65,55,55,90,400,428,Moon Stone
302,302,Sableye,NULL,11,Dark,Ghost,Keen Eye,Stall,Prankster,NULL,50,75,75,65,65,50,380,NULL,NULL
2355,302,Sableye,Mega,161,Dark,Ghost,Magic Bounce,NULL,NULL,NULL,50,85,125,85,115,20,480,NULL,NULL
303,303,Mawile,NULL,11.5,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,NULL,50,85,85,55,55,50,380,NULL,NULL
2356,303,Mawile,Mega,23.5,Steel,Fairy,Huge Power,NULL,NULL,NULL,50,105,125,55,95,50,480,NULL,NULL
304,304,Aron,NULL,60,Steel,Rock,Sturdy,Rock Head,Heavy Metal,NULL,50,70,100,40,40,30,330,NULL,NULL
305,305,Lairon,NULL,120,Steel,Rock,Sturdy,Rock Head,Heavy Metal,NULL,60,90,140,50,50,40,430,432,Level 32
306,306,Aggron,NULL,360,Steel,Rock,Sturdy,Rock Head,Heavy Metal,NULL,70,110,180,60,60,50,530,433,Level 42
2359,306,Aggron,Mega,395,Steel,NULL,Filter,NULL,NULL,NULL,70,140,230,60,80,50,630,NULL,NULL
307,307,Meditite,NULL,11.2,Fighting,Psychic,Pure Power,NULL,Telepathy,NULL,30,40,55,40,55,60,280,NULL,NULL
308,308,Medicham,NULL,31.5,Fighting,Psychic,Pure Power,NULL,Telepathy,NULL,60,60,75,60,75,80,410,435,Level 37
2361,308,Medicham,Mega,31.5,Fighting,Psychic,Pure Power,NULL,NULL,NULL,60,100,85,80,85,100,510,NULL,NULL
309,309,Electrike,NULL,15.2,Electric,NULL,Static,Lightning Rod,Minus,NULL,40,45,40,65,40,65,295,NULL,NULL
310,310,Manectric,NULL,40.2,Electric,NULL,Static,Lightning Rod,Minus,NULL,70,75,60,105,60,105,475,437,Level 26
2363,310,Manectric,Mega,44,Electric,NULL,Intimidate,NULL,NULL,NULL,70,75,80,135,80,135,575,NULL,NULL
311,311,Plusle,NULL,4.2,Electric,NULL,Plus,NULL,Lightning Rod,NULL,60,50,40,85,75,95,405,NULL,NULL
312,312,Minun,NULL,4.2,Electric,NULL,Minus,NULL,Volt Absorb,NULL,60,40,50,75,85,95,405,NULL,NULL
313,313,Volbeat,NULL,17.7,Bug,NULL,Illuminate,Swarm,Prankster,NULL,65,73,75,47,85,85,430,NULL,NULL
314,314,Illumise,NULL,17.7,Bug,NULL,Oblivious,Tinted Lens,Prankster,NULL,65,47,75,73,85,85,430,NULL,NULL
315,315,Roselia,NULL,2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,NULL,50,60,45,100,80,65,400,604,During The Day
316,316,Gulpin,NULL,10.3,Poison,NULL,Liquid Ooze,Sticky Hold,Gluttony,NULL,70,43,53,43,53,40,302,NULL,NULL
317,317,Swalot,NULL,80,Poison,NULL,Liquid Ooze,Sticky Hold,Gluttony,NULL,100,73,83,73,83,55,467,444,Level 26
318,318,Carvanha,NULL,20.8,Water,Dark,Rough Skin,NULL,Speed Boost,NULL,45,90,20,65,20,65,305,NULL,NULL
319,319,Sharpedo,NULL,88.8,Water,Dark,Rough Skin,NULL,Speed Boost,NULL,70,120,40,95,40,95,460,446,Level 30
2372,319,Sharpedo,Mega,130.3,Water,Dark,Strong Jaw,NULL,NULL,NULL,70,140,70,110,65,105,560,NULL,NULL
320,320,Wailmer,NULL,130,Water,NULL,Water Veil,Oblivious,Pressure,NULL,130,70,35,70,35,60,400,NULL,NULL
321,321,Wailord,NULL,398,Water,NULL,Water Veil,Oblivious,Pressure,NULL,170,90,45,90,45,60,500,448,Level 40
322,322,Numel,NULL,24,Fire,Ground,Oblivious,Simple,Own Tempo,NULL,60,60,40,65,45,35,305,NULL,NULL
323,323,Camerupt,NULL,220,Fire,Ground,Magma Armor,Solid Rock,Anger Point,NULL,70,100,70,105,75,40,460,450,Level 33
2376,323,Camerupt,Mega,320.5,Fire,Ground,Sheer Force,NULL,NULL,NULL,70,120,100,145,105,20,560,NULL,NULL
324,324,Torkoal,NULL,80.4,Fire,NULL,White Smoke,Drought,Shell Armor,NULL,70,85,140,85,70,20,470,NULL,NULL
325,325,Spoink,NULL,30.6,Psychic,NULL,Thick Fat,Own Tempo,Gluttony,NULL,60,25,35,70,80,60,330,NULL,NULL
326,326,Grumpig,NULL,71.5,Psychic,NULL,Thick Fat,Own Tempo,Gluttony,NULL,80,45,65,90,110,80,470,453,Level 32
327,327,Spinda,NULL,5,Normal,NULL,Own Tempo,Tangled Feet,Contrary,NULL,60,60,60,60,60,60,360,NULL,NULL
328,328,Trapinch,NULL,15,Ground,NULL,Hyper Cutter,Arena Trap,Sheer Force,NULL,45,100,45,45,45,10,290,NULL,NULL
329,329,Vibrava,NULL,15.3,Ground,Dragon,Levitate,NULL,NULL,NULL,50,70,50,50,50,70,340,456,Level 35
330,330,Flygon,NULL,82,Ground,Dragon,Levitate,NULL,NULL,NULL,80,100,80,80,80,100,520,457,Level 45
331,331,Cacnea,NULL,51.3,Grass,NULL,Sand Veil,NULL,Water Absorb,NULL,50,85,40,85,40,35,335,NULL,NULL
332,332,Cacturne,NULL,77.4,Grass,Dark,Sand Veil,NULL,Water Absorb,NULL,70,115,60,115,60,55,475,459,Level 32
333,333,Swablu,NULL,1.2,Normal,Flying,Natural Cure,NULL,Cloud Nine,NULL,45,40,60,40,75,50,310,NULL,NULL
334,334,Altaria,NULL,20.6,Dragon,Flying,Natural Cure,NULL,Cloud Nine,NULL,75,70,90,70,105,80,490,461,Level 35
2387,334,Altaria,Mega,20.6,Dragon,Fairy,Pixilate,NULL,NULL,NULL,75,110,110,110,105,80,590,NULL,NULL
335,335,Zangoose,NULL,40.3,Normal,NULL,Immunity,NULL,Toxic Boost,NULL,73,115,60,60,60,90,458,NULL,NULL
336,336,Seviper,NULL,52.5,Poison,NULL,Shed Skin,NULL,Infiltrator,NULL,73,100,60,100,60,65,458,NULL,NULL
337,337,Lunatone,NULL,168,Rock,Psychic,Levitate,NULL,NULL,NULL,90,55,65,95,85,70,460,NULL,NULL
338,338,Solrock,NULL,154,Rock,Psychic,Levitate,NULL,NULL,NULL,90,95,85,55,65,70,460,NULL,NULL
339,339,Barboach,NULL,1.9,Water,Ground,Oblivious,Anticipation,Hydration,NULL,50,48,43,46,41,60,288,NULL,NULL
340,340,Whiscash,NULL,23.6,Water,Ground,Oblivious,Anticipation,Hydration,NULL,110,78,73,76,71,60,468,467,Level 30
341,341,Corphish,NULL,11.5,Water,NULL,Hyper Cutter,Shell Armor,Adaptability,NULL,43,80,65,50,35,35,308,NULL,NULL
342,342,Crawdaunt,NULL,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,NULL,63,120,85,90,55,55,468,469,Level 30
343,343,Baltoy,NULL,21.5,Ground,Psychic,Levitate,NULL,NULL,NULL,40,40,55,40,70,55,300,NULL,NULL
344,344,Claydol,NULL,107.9,Ground,Psychic,Levitate,NULL,NULL,NULL,60,70,105,70,120,75,500,471,Level 36
345,345,Lileep,NULL,23.8,Rock,Grass,Suction Cups,NULL,Storm Drain,NULL,66,41,77,61,87,23,355,NULL,NULL
346,346,Cradily,NULL,60.4,Rock,Grass,Suction Cups,NULL,Storm Drain,NULL,86,81,97,81,107,43,495,473,Level 40
347,347,Anorith,NULL,12.5,Rock,Bug,Battle Armor,NULL,Swift Swim,NULL,45,95,50,40,50,75,355,NULL,NULL
348,348,Armaldo,NULL,68.2,Rock,Bug,Battle Armor,NULL,Swift Swim,NULL,75,125,100,70,80,45,495,475,Level 40
349,349,Feebas,NULL,7.4,Water,NULL,Swift Swim,Oblivious,Adaptability,NULL,20,15,20,10,55,80,200,NULL,NULL
350,350,Milotic,NULL,162,Water,NULL,Marvel Scale,Competitive,Cute Charm,NULL,95,60,79,100,125,81,540,477,With Maxed Beauty
2403,350,Milotic,NULL,162,Water,NULL,Marvel Scale,Competitive,Cute Charm,NULL,95,60,79,100,125,81,540,477,Level Up With Max Beauty or Trade With Prism Scale
351,351,Castform,NULL,0.8,Normal,NULL,Forecast,NULL,NULL,NULL,70,70,70,70,70,70,420,NULL,NULL
2404,351,Castform,Sunny,0.8,Fire,NULL,Forecast,NULL,NULL,NULL,70,70,70,70,70,70,420,NULL,NULL
2405,351,Castform,Snowy,0.8,Ice,NULL,Forecast,NULL,NULL,NULL,70,70,70,70,70,70,420,NULL,NULL
2406,351,Castform,Rainy,0.8,Water,NULL,Forecast,NULL,NULL,NULL,70,70,70,70,70,70,420,NULL,NULL
352,352,Kecleon,NULL,22,Normal,NULL,Color Change,NULL,Protean,NULL,60,90,70,60,120,40,440,NULL,NULL
353,353,Shuppet,NULL,2.3,Ghost,NULL,Insomnia,Frisk,Cursed Body,NULL,44,75,35,63,33,45,295,NULL,NULL
354,354,Banette,NULL,12.5,Ghost,NULL,Insomnia,Frisk,Cursed Body,NULL,64,115,65,83,63,65,455,481,Level 37
2409,354,Banette,Mega,13,Ghost,NULL,Prankster,NULL,NULL,NULL,64,165,75,93,83,75,555,NULL,NULL
355,355,Duskull,NULL,15,Ghost,NULL,Levitate,NULL,Frisk,NULL,20,40,90,30,90,25,295,NULL,NULL
356,356,Dusclops,NULL,30.6,Ghost,NULL,Pressure,NULL,Frisk,NULL,40,70,130,60,130,25,455,483,Level 37
357,357,Tropius,NULL,100,Grass,Flying,Chlorophyll,Solar Power,Harvest,NULL,99,68,83,72,87,51,460,NULL,NULL
358,358,Chimecho,NULL,1,Psychic,NULL,Levitate,NULL,NULL,NULL,75,50,80,95,90,65,455,631,During The Night
359,359,Absol,NULL,47,Dark,NULL,Pressure,Super Luck,Justified,NULL,65,130,60,75,60,75,465,NULL,NULL
2414,359,Absol,Mega,49,Dark,NULL,Magic Bounce,NULL,NULL,NULL,65,150,60,115,60,115,565,NULL,NULL
360,360,Wynaut,NULL,14,Psychic,NULL,Shadow Tag,NULL,Telepathy,NULL,95,23,48,23,48,23,260,NULL,NULL
361,361,Snorunt,NULL,16.8,Ice,NULL,Inner Focus,Ice Body,Moody,NULL,50,50,50,50,50,50,300,NULL,NULL
362,362,Glalie,NULL,256.5,Ice,NULL,Inner Focus,Ice Body,Moody,NULL,80,80,80,80,80,80,480,489,Level 42
2417,362,Glalie,Mega,350.2,Ice,NULL,Refrigerate,NULL,NULL,NULL,80,120,80,120,80,100,580,NULL,NULL
363,363,Spheal,NULL,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,NULL,70,40,50,55,50,25,290,NULL,NULL
364,364,Sealeo,NULL,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,NULL,90,60,70,75,70,45,410,491,Level 32
365,365,Walrein,NULL,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,NULL,110,80,90,95,90,65,530,492,Level 44
366,366,Clamperl,NULL,52.5,Water,NULL,Shell Armor,NULL,Rattled,NULL,35,64,85,74,55,32,345,NULL,NULL
367,367,Huntail,NULL,27,Water,NULL,Swift Swim,NULL,Water Veil,NULL,55,104,105,94,75,52,485,494,Deep Sea Tooth
368,368,Gorebyss,NULL,22.6,Water,NULL,Swift Swim,NULL,Hydration,NULL,55,84,105,114,75,52,485,494,Deep Sea Scale
369,369,Relicanth,NULL,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,NULL,100,90,130,45,65,55,485,NULL,NULL
370,370,Luvdisc,NULL,8.7,Water,NULL,Swift Swim,NULL,Hydration,NULL,43,30,55,40,65,97,330,NULL,NULL
371,371,Bagon,NULL,42.1,Dragon,NULL,Rock Head,NULL,Sheer Force,NULL,45,75,60,40,30,50,300,NULL,NULL
372,372,Shelgon,NULL,110.5,Dragon,NULL,Rock Head,NULL,Overcoat,NULL,65,95,100,60,50,50,420,499,Level 30
373,373,Salamence,NULL,102.6,Dragon,Flying,Intimidate,NULL,Moxie,NULL,95,135,80,110,80,100,600,500,Level 50
2428,373,Salamence,Mega,112.6,Dragon,Flying,Aerilate,NULL,NULL,NULL,95,145,130,120,90,120,700,NULL,NULL
374,374,Beldum,NULL,95.2,Steel,Psychic,Clear Body,NULL,Light Metal,NULL,40,55,80,35,60,30,300,NULL,NULL
375,375,Metang,NULL,202.5,Steel,Psychic,Clear Body,NULL,Light Metal,NULL,60,75,100,55,80,50,420,502,Level 20
376,376,Metagross,NULL,550,Steel,Psychic,Clear Body,NULL,Light Metal,NULL,80,135,130,95,90,70,600,503,Level 45
2431,376,Metagross,Mega,942.9,Steel,Psychic,Tough Claws,NULL,NULL,NULL,80,145,150,105,110,110,700,NULL,NULL
377,377,Regirock,NULL,230,Rock,NULL,Clear Body,NULL,Sturdy,NULL,80,100,200,50,100,50,580,NULL,NULL
378,378,Regice,NULL,175,Ice,NULL,Clear Body,NULL,Ice Body,NULL,80,50,100,100,200,50,580,NULL,NULL
379,379,Registeel,NULL,205,Steel,NULL,Clear Body,NULL,Light Metal,NULL,80,75,150,75,150,50,580,NULL,NULL
380,380,Latias,NULL,40,Dragon,Psychic,Levitate,NULL,NULL,NULL,80,80,90,110,130,110,600,NULL,NULL
2435,380,Latias,Mega,52,Dragon,Psychic,Levitate,NULL,NULL,NULL,80,100,120,140,150,110,700,NULL,NULL
381,381,Latios,NULL,60,Dragon,Psychic,Levitate,NULL,NULL,NULL,80,90,80,130,110,110,600,NULL,NULL
2436,381,Latios,Mega,70,Dragon,Psychic,Levitate,NULL,NULL,NULL,80,130,100,160,120,110,700,NULL,NULL
382,382,Kyogre,NULL,352,Water,NULL,Drizzle,NULL,NULL,NULL,100,100,90,150,140,90,670,NULL,NULL
2437,382,Kyogre,Primal,430,Water,NULL,Primordial Sea,NULL,NULL,NULL,100,150,90,180,160,90,770,NULL,NULL
383,383,Groudon,NULL,950,Ground,NULL,Drought,NULL,NULL,NULL,100,150,140,100,90,90,670,NULL,NULL
2438,383,Groudon,Primal,999.7,Ground,Fire,Desolate Land,NULL,NULL,NULL,100,180,160,150,90,90,770,NULL,NULL
384,384,Rayquaza,NULL,206.5,Dragon,Flying,Air Lock,NULL,NULL,NULL,105,150,90,150,90,95,680,NULL,NULL
2439,384,Rayquaza,Mega,392,Dragon,Flying,Delta Stream,NULL,NULL,NULL,105,180,100,180,100,115,780,NULL,NULL
385,385,Jirachi,NULL,1.1,Steel,Psychic,Serene Grace,NULL,NULL,NULL,100,100,100,100,100,100,600,NULL,NULL
386,386,Deoxys,NULL,60.8,Psychic,NULL,Pressure,NULL,NULL,NULL,50,150,50,150,50,150,600,NULL,NULL
2441,386,Deoxys,Speed,60.8,Psychic,NULL,Pressure,NULL,NULL,NULL,50,95,90,95,90,180,600,NULL,NULL
2442,386,Deoxys,Defense,60.8,Psychic,NULL,Pressure,NULL,NULL,NULL,50,70,160,70,160,90,600,NULL,NULL
2443,386,Deoxys,Attack,60.8,Psychic,NULL,Pressure,NULL,NULL,NULL,50,180,20,180,20,150,600,NULL,NULL
387,387,Turtwig,NULL,10.2,Grass,NULL,Overgrow,NULL,Shell Armor,NULL,55,68,64,45,55,31,318,NULL,NULL
388,388,Grotle,NULL,97,Grass,NULL,Overgrow,NULL,Shell Armor,NULL,75,89,85,55,65,36,405,591,Level 18
389,389,Torterra,NULL,310,Grass,Ground,Overgrow,NULL,Shell Armor,NULL,95,109,105,75,85,56,525,592,Level 32
390,390,Chimchar,NULL,6.2,Fire,NULL,Blaze,NULL,Iron Fist,NULL,44,58,44,58,44,61,309,NULL,NULL
391,391,Monferno,NULL,22,Fire,Fighting,Blaze,NULL,Iron Fist,NULL,64,78,52,78,52,81,405,34,Level 14
392,392,Infernape,NULL,55,Fire,Fighting,Blaze,NULL,Iron Fist,NULL,76,104,71,104,71,108,534,35,Level 36
393,393,Piplup,NULL,5.2,Water,NULL,Torrent,NULL,Competitive,NULL,53,51,53,61,56,40,314,NULL,NULL
394,394,Prinplup,NULL,23,Water,NULL,Torrent,NULL,Competitive,NULL,64,66,68,81,76,50,405,594,Level 16
395,395,Empoleon,NULL,84.5,Water,Steel,Torrent,NULL,Competitive,NULL,84,86,88,111,101,60,530,595,Level 36
396,396,Starly,NULL,2,Normal,Flying,Keen Eye,NULL,Reckless,NULL,40,55,30,30,30,60,245,NULL,NULL
397,397,Staravia,NULL,15.5,Normal,Flying,Intimidate,NULL,Reckless,NULL,55,75,50,40,40,80,340,597,Level 14
398,398,Staraptor,NULL,24.9,Normal,Flying,Intimidate,NULL,Reckless,NULL,85,120,70,50,60,100,485,598,Level 34
399,399,Bidoof,NULL,20,Normal,NULL,Simple,Unaware,Moody,NULL,59,45,40,35,40,31,250,NULL,NULL
400,400,Bibarel,NULL,31.5,Normal,Water,Simple,Unaware,Moody,NULL,79,85,60,55,60,71,410,600,Level 15
401,401,Kricketot,NULL,2.2,Bug,NULL,Shed Skin,NULL,Run Away,NULL,37,25,41,25,41,25,194,NULL,NULL
402,402,Kricketune,NULL,25.5,Bug,NULL,Swarm,NULL,Technician,NULL,77,85,51,55,51,65,384,602,Level 10
403,403,Shinx,NULL,9.5,Electric,NULL,Rivalry,Intimidate,Guts,NULL,45,65,34,40,34,45,263,NULL,NULL
404,404,Luxio,NULL,30.5,Electric,NULL,Rivalry,Intimidate,Guts,NULL,60,85,49,60,49,60,363,20,Level 15
405,405,Luxray,NULL,42,Electric,NULL,Rivalry,Intimidate,Guts,NULL,80,120,79,95,79,70,523,21,Level 30
406,406,Budew,NULL,1.2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,NULL,40,30,35,50,70,55,280,NULL,NULL
407,407,Roserade,NULL,14.5,Grass,Poison,Natural Cure,Poison Point,Technician,NULL,60,70,65,125,105,90,515,443,Shiny Stone
408,408,Cranidos,NULL,31.5,Rock,NULL,Mold Breaker,NULL,Sheer Force,NULL,67,125,40,30,30,58,350,NULL,NULL
409,409,Rampardos,NULL,102.5,Rock,NULL,Mold Breaker,NULL,Sheer Force,NULL,97,165,60,65,50,58,495,606,Level 30
410,410,Shieldon,NULL,57,Rock,Steel,Sturdy,NULL,Soundproof,NULL,30,42,118,42,88,30,350,NULL,NULL
411,411,Bastiodon,NULL,149.5,Rock,Steel,Sturdy,NULL,Soundproof,NULL,60,52,168,47,138,30,495,608,Level 30
412,412,Burmy,NULL,3.4,Bug,NULL,Shed Skin,NULL,Overcoat,NULL,40,29,45,29,45,36,224,NULL,NULL
2469,412,Burmy,Trash,3.4,Bug,NULL,Shed Skin,NULL,Overcoat,NULL,40,29,45,29,45,36,224,NULL,NULL
2470,412,Burmy,Sandy,3.4,Bug,NULL,Shed Skin,NULL,Overcoat,NULL,40,29,45,29,45,36,224,NULL,NULL
413,413,Wormadam,NULL,6.5,Bug,Grass,Anticipation,NULL,Overcoat,NULL,60,59,85,79,105,36,424,610,Level 20 When Female
2471,413,Wormadam,Trash,6.5,Bug,Steel,Anticipation,NULL,Overcoat,NULL,60,69,95,69,95,36,424,1646,Level 20 When Female
2472,413,Wormadam,Sandy,6.5,Bug,Ground,Anticipation,NULL,Overcoat,NULL,60,79,105,59,85,36,424,1645,Level 20 When Female
414,414,Mothim,NULL,23.3,Bug,Flying,Swarm,NULL,Tinted Lens,NULL,70,94,50,94,50,66,424,610,Level 20 When Male
2473,414,Mothim,NULL,23.3,Bug,Flying,Swarm,NULL,Tinted Lens,NULL,70,94,50,94,50,66,424,1645,Level 20 When Male
2474,414,Mothim,NULL,23.3,Bug,Flying,Swarm,NULL,Tinted Lens,NULL,70,94,50,94,50,66,424,1646,Level 20 When Male
415,415,Combee,NULL,5.5,Bug,Flying,Honey Gather,NULL,Hustle,NULL,30,30,42,30,42,70,244,NULL,NULL
416,416,Vespiquen,NULL,38.5,Bug,Flying,Pressure,NULL,Unnerve,NULL,70,80,102,80,102,40,474,613,Level 21 When Female
417,417,Pachirisu,NULL,3.9,Electric,NULL,Run Away,Pickup,Volt Absorb,NULL,60,45,70,45,90,95,405,NULL,NULL
418,418,Buizel,NULL,29.5,Water,NULL,Swift Swim,NULL,Water Veil,NULL,55,65,35,60,30,85,330,NULL,NULL
419,419,Floatzel,NULL,33.5,Water,NULL,Swift Swim,NULL,Water Veil,NULL,85,105,55,85,50,115,495,616,Level 26
420,420,Cherubi,NULL,3.3,Grass,NULL,Chlorophyll,NULL,NULL,NULL,45,35,45,62,53,35,275,NULL,NULL
421,421,Cherrim,NULL,9.3,Grass,NULL,Flower Gift,NULL,NULL,NULL,70,60,70,87,78,85,450,618,Level 25
422,422,Shellos,NULL,6.3,Water,NULL,Sticky Hold,Storm Drain,Sand Force,NULL,76,48,48,57,62,34,325,NULL,NULL
2482,422,Shellos,East Sea,6.3,Water,NULL,Sticky Hold,Storm Drain,Sand Force,NULL,76,48,48,57,62,34,325,NULL,NULL
423,423,Gastrodon,NULL,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,NULL,111,83,68,92,82,39,475,620,Level 30
2483,423,Gastrodon,East Sea,29.9,Water,Ground,Sticky Hold,Storm Drain,Sand Force,NULL,111,83,68,92,82,39,475,1784,Level 30
424,424,Ambipom,NULL,20.3,Normal,NULL,Technician,Pickup,Skill Link,NULL,75,100,66,60,66,115,482,290,Knowing Double Hit
425,425,Drifloon,NULL,1.2,Ghost,Flying,Aftermath,Unburden,Flare Boost,NULL,90,50,34,60,44,70,348,NULL,NULL
426,426,Drifblim,NULL,15,Ghost,Flying,Aftermath,Unburden,Flare Boost,NULL,150,80,44,90,54,80,498,623,Level 28
427,427,Buneary,NULL,5.5,Normal,NULL,Run Away,Klutz,Limber,NULL,55,66,44,44,56,85,350,NULL,NULL
428,428,Lopunny,NULL,33.3,Normal,NULL,Cute Charm,Klutz,Limber,NULL,65,76,84,54,96,105,480,625,NULL
2488,428,Lopunny,Mega,28.3,Normal,Fighting,Scrappy,NULL,NULL,NULL,65,136,94,54,96,135,580,NULL,NULL
429,429,Mismagius,NULL,4.4,Ghost,NULL,Levitate,NULL,NULL,NULL,60,60,60,105,105,105,495,324,Dusk Stone
430,430,Honchkrow,NULL,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,NULL,100,125,52,105,52,71,505,298,Dusk Stone
431,431,Glameow,NULL,3.9,Normal,NULL,Limber,Own Tempo,Keen Eye,NULL,49,55,42,42,37,85,310,NULL,NULL
432,432,Purugly,NULL,43.8,Normal,NULL,Thick Fat,Own Tempo,Defiant,NULL,71,82,64,64,59,112,452,629,Level 38
433,433,Chingling,NULL,0.6,Psychic,NULL,Levitate,NULL,NULL,NULL,45,30,50,65,50,45,285,NULL,NULL
434,434,Stunky,NULL,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,NULL,63,63,47,41,41,74,329,NULL,NULL
435,435,Skuntank,NULL,38,Poison,Dark,Stench,Aftermath,Keen Eye,NULL,103,93,67,71,61,84,479,632,Level 34
436,436,Bronzor,NULL,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,NULL,57,24,86,24,86,23,300,NULL,NULL
437,437,Bronzong,NULL,187,Steel,Psychic,Levitate,Heatproof,Heavy Metal,NULL,67,89,116,79,116,33,500,634,Level 33
438,438,Bonsly,NULL,15,Rock,NULL,Sturdy,Rock Head,Rattled,NULL,50,80,95,10,45,10,290,NULL,NULL
439,439,Mime Jr.,NULL,13,Psychic,Fairy,Soundproof,Filter,Technician,NULL,20,25,45,70,90,60,310,NULL,NULL
440,440,Happiny,NULL,24.4,Normal,NULL,Natural Cure,Serene Grace,Friend Guard,NULL,100,5,5,15,65,30,220,NULL,NULL
441,441,Chatot,NULL,1.9,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,NULL,76,65,45,92,42,91,411,NULL,NULL
442,442,Spiritomb,NULL,108,Ghost,Dark,Pressure,NULL,Infiltrator,NULL,50,92,108,92,108,35,485,NULL,NULL
443,443,Gible,NULL,20.5,Dragon,Ground,Sand Veil,NULL,Rough Skin,NULL,58,70,45,40,45,42,300,NULL,NULL
444,444,Gabite,NULL,56,Dragon,Ground,Sand Veil,NULL,Rough Skin,NULL,68,90,65,50,55,82,410,641,Level 24
445,445,Garchomp,NULL,95,Dragon,Ground,Sand Veil,NULL,Rough Skin,NULL,108,130,95,80,85,102,600,642,Level 48
